provider_code,provider_name,category,game_symbol,game_name,localized_title,game_image,launch_enable,under_maintenance
6,Evolution,Live,7x0b1tgh7agmf6hv,Immersive Roulette,Immersive Roulette,https://bo-prd-v2.meganodes.net/img/games/p6/roulette.png,True,False
6,Evolution,Live,o735azzsaeasv2pr,Blackjack VIP 2,Blackjack VIP 2,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,ndgv45bghfuaaebf,Speed Baccarat E,Speed Baccarat E,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,False
6,Evolution,Live,nkyiswhd2jpbw4i4,Blackjack VIP N,Blackjack VIP N,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,oqidcfpsuwbl5cqd,Blackjack VIP Gamma,Blackjack VIP Gamma,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,pdk5zo7cey6upxlm,Blackjack VIP 12,Blackjack VIP 12,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,pv5q45yjhasyt46y,Emperor Roulette,Emperor Roulette,https://bo-prd-v2.meganodes.net/img/games/p6/roulette.png,True,True
6,Evolution,Live,k4r2hyhw4eqqb6us,Speed Blackjack L,Speed Blackjack L,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,o735cjzyaeasv4o6,Blackjack VIP 3,Blackjack VIP 3,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,z5pf5pichcsw3d2o,Blackjack VIP G,Blackjack VIP G,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,AmericanTable001,American Roulette,American Roulette,https://bo-prd-v2.meganodes.net/img/games/p6/roulette.png,True,True
6,Evolution,Live,nveq65dtmn6n4mnd,Blackjack VIP S,Blackjack VIP S,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,oa7fvyaiqfueq5ob,Blackjack VIP Q,Blackjack VIP Q,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,SBCTable00000001,Side Bet City,Side Bet City,https://bo-prd-v2.meganodes.net/img/games/p6/game_shows.png,True,True
6,Evolution,Live,nsxqkywul2nzcwwh,Blackjack VIP P,Blackjack VIP P,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,nmwdzhbg7hvqh6a7,Speed Baccarat G,Speed Baccarat G,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,False
6,Evolution,Live,mdkqdxtkdctrhnsx,Salon Privé Blackjack A,Salon Privé Blackjack A,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,CrazyTime0000002,Crazy Time A,Crazy Time A,https://bo-prd-v2.meganodes.net/img/games/p6/game_shows.png,True,True
6,Evolution,Live,EmperorSB0000001,Emperor Sic Bo,Emperor Sic Bo,https://bo-prd-v2.meganodes.net/img/games/p6/sicbo.png,True,True
6,Evolution,Live,ovu5eja74ccmyoiq,Speed Baccarat N,Speed Baccarat N,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,False
6,Evolution,Live,ocye2ju2bsoyq6vv,Speed Baccarat K,Speed Baccarat K,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,True
6,Evolution,Live,nmwde3fd7hvqhq43,Speed Baccarat F,Speed Baccarat F,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,True
6,Evolution,Live,qgdk6rtpw6hax4fe,Korean Speed Baccarat C,Korean Speed Baccarat C,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,False
6,Evolution,Live,q6wo7mqrrnlhuj6b,Blackjack VIP 29,Blackjack VIP 29,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,p2f2lphftc2muaql,Blackjack VIP 21,Blackjack VIP 21,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,48z5pjps3ntvqc1b,Auto-Roulette,Auto-Roulette,https://bo-prd-v2.meganodes.net/img/games/p6/roulette.png,True,False
6,Evolution,Live,pdk54i3vey6up3dg,Blackjack VIP 16,Blackjack VIP 16,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,xie6wodezmfwmmcb,Punto Banco,Punto Banco,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,True
6,Evolution,Live,gkmq0o2hryjyqu30,Blackjack Silver A,Blackjack Silver A,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,qgqrv4asvltnvuty,Speed Baccarat X,Speed Baccarat X,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,False
6,Evolution,Live,npn3y3hkld2mcdjt,Korean Speed Baccarat,Korean Speed Baccarat,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,True
6,Evolution,Live,wzg6kdkad1oe7m5k:qh6sw4wyelhfwrof,French Roulette Gold,French Roulette Gold,https://bo-prd-v2.meganodes.net/img/games/p6/roulette.png,True,True
6,Evolution,Live,SpeedBlackjack01,Speed VIP Blackjack A,Speed VIP Blackjack A,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,ExChEpicSpins001,Extra Chilli Epic Spins,Extra Chilli Epic Spins,https://bo-prd-v2.meganodes.net/img/games/p6/game_shows.png,True,True
6,Evolution,Live,obj64qcnqfunjelj,Speed Baccarat J,Speed Baccarat J,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,False
6,Evolution,Live,ndgvz5mlhfuaad6e,Speed Baccarat D,Speed Baccarat D,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,False
6,Evolution,Live,ehw2fvl831m5n2km,Blackjack VIP F,Blackjack VIP F,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,MonBigBaller0001,MONOPOLY Big Baller,MONOPOLY Big Baller,https://bo-prd-v2.meganodes.net/img/games/p6/game_shows.png,True,True
6,Evolution,Live,xqyb2u7fqkexxpa0,Speed Blackjack D,Speed Blackjack D,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,nbjetztthawanhey,Blackjack VIP M,Blackjack VIP M,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,p63cmvmwagteemoy,Korean Speed Baccarat A,Korean Speed Baccarat A,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,False
6,Evolution,Live,olbibp3fylzaxvhb,Salon Privé Blackjack B,Salon Privé Blackjack B,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,oviiuqbivictqojy,Korean Dealer Baseball Studio,Korean Dealer Baseball Studio,https://bo-prd-v2.meganodes.net/img/games/p6/dragontiger.png,True,True
6,Evolution,Live,qfyw6u63rixe3foz,Blackjack VIP 25,Blackjack VIP 25,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,NoCommBac0000001,No Commission Baccarat,No Commission Baccarat,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,False
6,Evolution,Live,nc3u2l6y0khszjv7,Speed Blackjack H,Speed Blackjack H,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,SpeedBlackjack03,Speed VIP Blackjack C,Speed VIP Blackjack C,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,SalPrivBac000010,Salon Privé Baccarat J,Salon Privé Baccarat J,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,True
6,Evolution,Live,DragonTiger00001,Dragon Tiger,Dragon Tiger,https://bo-prd-v2.meganodes.net/img/games/p6/dragontiger.png,True,False
6,Evolution,Live,jhs44mm0v3fi3aux,Blackjack C,Blackjack C,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
6,Evolution,Live,p34i6wgax7bqb5cg,Salon Privé Baccarat G,Salon Privé Baccarat G,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,True
6,Evolution,Live,qgqrucipvltnvnvq,Speed Baccarat W,Speed Baccarat W,https://bo-prd-v2.meganodes.net/img/games/p6/baccarat.png,True,True
6,Evolution,Live,01rb77cq1gtenhmo,Auto-Roulette VIP,Auto-Roulette VIP,https://bo-prd-v2.meganodes.net/img/games/p6/roulette.png,True,True
6,Evolution,Live,CrazyCoinFlip001,Crazy Coin Flip,Crazy Coin Flip,https://bo-prd-v2.meganodes.net/img/games/p6/game_shows.png,True,True
6,Evolution,Live,m6mfo66sb7eafnzz,Blackjack VIP J,Blackjack VIP J,https://bo-prd-v2.meganodes.net/img/games/p6/blackjack.png,True,True
7,Habanero,Slot,SGHauntedHarbor,Haunted Harbor,Haunted Harbor,https://bo-prd-v2.meganodes.net/img/games/p7/SGHauntedHarbor.png,True,False
7,Habanero,Slot,SGGloryOfRome,Glory Of Romeo,Glory Of Romeo,https://bo-prd-v2.meganodes.net/img/games/p7/SGGloryOfRome.png,True,False
7,Habanero,Slot,SGKoiKoiTreasure,Koi Koi Treasure,Koi Koi Treasure,https://bo-prd-v2.meganodes.net/img/games/p7/SGKoiKoiTreasure.png,True,False
7,Habanero,Slot,SGWaltzBeauty,Waltz Beauty,Waltz Beauty,https://bo-prd-v2.meganodes.net/img/games/p7/SGWaltzBeauty.png,True,False
7,Habanero,Slot,SGTotemWarrior,Totem Warrior,Totem Warrior,https://bo-prd-v2.meganodes.net/img/games/p7/SGTotemWarrior.png,True,False
7,Habanero,Slot,SGArcticHunt,Arctic Hunt,Arctic Hunt,https://bo-prd-v2.meganodes.net/img/games/p7/SGArcticHunt.png,True,False
7,Habanero,Slot,SGMooMooCow,Moo Moo Cow,Moo Moo Cow,https://bo-prd-v2.meganodes.net/img/games/p7/SGMooMooCow.png,True,False
7,Habanero,Slot,SGWildFlow,Wild Flow,Wild Flow,https://bo-prd-v2.meganodes.net/img/games/p7/SGWildFlow.png,True,True
7,Habanero,Slot,SGVampiresFate,Vampire's Fate,Vampire's Fate,https://bo-prd-v2.meganodes.net/img/games/p7/SGVampiresFate.png,True,False
7,Habanero,Slot,SGHotHotSummer,Hot Hot Summer,Hot Hot Summer,https://bo-prd-v2.meganodes.net/img/games/p7/SGHotHotSummer.png,True,False
7,Habanero,Slot,SGValentineMonchy,Valentine Monchy,Valentine Monchy,https://bo-prd-v2.meganodes.net/img/games/p7/SGValentineMonchy.png,False,True
7,Habanero,Slot,SGFruityMayan,Fruity Mayan,Fruity Mayan,https://bo-prd-v2.meganodes.net/img/games/p7/SGFruityMayan.png,True,False
7,Habanero,Slot,SGSantasInn,Santa's Inn,Santa's Inn,https://bo-prd-v2.meganodes.net/img/games/p7/SGSantasInn.png,True,False
7,Habanero,Slot,SGZeusDeluxe,Zeus Deluxe,Zeus Deluxe,https://bo-prd-v2.meganodes.net/img/games/p7/SGZeusDeluxe.png,True,True
7,Habanero,Slot,SGFruityHalloween,Fruity Halloween,Fruity Halloween,https://bo-prd-v2.meganodes.net/img/games/p7/SGFruityHalloween.png,True,False
7,Habanero,Slot,SGSlimeParty,Slime Party,Slime Party,https://bo-prd-v2.meganodes.net/img/games/p7/SGSlimeParty.png,True,False
7,Habanero,Slot,SGAtomicKittens,Atomic Kittens,Atomic Kittens,https://bo-prd-v2.meganodes.net/img/games/p7/SGAtomicKittens.png,True,False
7,Habanero,Slot,SGWitchesTome,Witches Tome,Witches Tome,https://bo-prd-v2.meganodes.net/img/games/p7/SGWitchesTome.png,True,False
7,Habanero,Slot,SGLegendOfNezha,Legend of Nezha,Legend of Nezha,https://bo-prd-v2.meganodes.net/img/games/p7/SGLegendOfNezha.png,True,False
7,Habanero,Slot,SGTootyFruityFruits,Tooty Fruity Fruits,Tooty Fruity Fruits,https://bo-prd-v2.meganodes.net/img/games/p7/SGTootyFruityFruits.png,False,False
7,Habanero,Slot,SGSirensSpell,Siren's Spell,Siren's Spell,https://bo-prd-v2.meganodes.net/img/games/p7/SGSirensSpell.png,True,False
7,Habanero,Slot,SGCrystopia,Crystopia,Crystopia,https://bo-prd-v2.meganodes.net/img/games/p7/SGCrystopia.png,True,False
7,Habanero,Slot,SGTheBigDealDeluxe,The Big Deal Deluxe,The Big Deal Deluxe,https://bo-prd-v2.meganodes.net/img/games/p7/SGTheBigDealDeluxe.png,True,False
7,Habanero,Slot,SGNaughtyWukong,Naughty Wukong,Naughty Wukong,https://bo-prd-v2.meganodes.net/img/games/p7/SGNaughtyWukong.png,True,False
7,Habanero,Slot,SGLegendaryBeasts,Legendary Beasts,Legendary Beasts,https://bo-prd-v2.meganodes.net/img/games/p7/SGLegendaryBeasts.png,True,False
7,Habanero,Slot,SGRainbowmania,Rainbowmania,Rainbowmania,https://bo-prd-v2.meganodes.net/img/games/p7/SGRainbowmania.png,True,False
7,Habanero,Slot,SGDragonTigerGate,Dragon Tiger Gate,Dragon Tiger Gate,https://bo-prd-v2.meganodes.net/img/games/p7/SGDragonTigerGate.png,True,False
7,Habanero,Slot,SGSojuBomb,Soju Bomb,Soju Bomb,https://bo-prd-v2.meganodes.net/img/games/p7/SGSojuBomb.png,True,False
7,Habanero,Slot,SGTukTukThailand,Tuk Tuk Thailand,Tuk Tuk Thailand,https://bo-prd-v2.meganodes.net/img/games/p7/SGTukTukThailand.png,True,False
7,Habanero,Slot,SGTaikoBeats,Taiko Beats,Taiko Beats,https://bo-prd-v2.meganodes.net/img/games/p7/SGTaikoBeats.png,True,False
7,Habanero,Slot,SGLaughingBuddha,Laughing Buddha,Laughing Buddha,https://bo-prd-v2.meganodes.net/img/games/p7/SGLaughingBuddha.png,True,False
7,Habanero,Slot,SGSpaceGoonz,Space Goonz,Space Goonz,https://bo-prd-v2.meganodes.net/img/games/p7/SGSpaceGoonz.png,True,False
7,Habanero,Slot,SGGolden2UnicornDeluxe,Golden Unicorn Deluxe,Golden Unicorn Deluxe,https://bo-prd-v2.meganodes.net/img/games/p7/SGGolden2UnicornDeluxe.png,False,False
7,Habanero,Slot,SGBombRunner,Bomb Runner,Bomb Runner,https://bo-prd-v2.meganodes.net/img/games/p7/SGBombRunner.png,False,True
7,Habanero,Slot,SGDiscoBeats,Disco Beats,Disco Beats,https://bo-prd-v2.meganodes.net/img/games/p7/SGDiscoBeats.png,True,False
7,Habanero,Slot,SGMightyMedusa,Mighty Medusa,Mighty Medusa,https://bo-prd-v2.meganodes.net/img/games/p7/SGMightyMedusa.png,True,False
7,Habanero,Slot,SGLanternLuck,Lantern Luck,Lantern Luck,https://bo-prd-v2.meganodes.net/img/games/p7/SGLanternLuck.png,True,False
7,Habanero,Slot,SGLuckyDurian,Lucky Durian,Lucky Durian,https://bo-prd-v2.meganodes.net/img/games/p7/SGLuckyDurian.png,True,False
7,Habanero,Slot,SGProst,Prost!,Prost!,https://bo-prd-v2.meganodes.net/img/games/p7/SGProst.png,True,False
7,Habanero,Slot,SGNewYearsBash,New Year's Bash,New Year's Bash,https://bo-prd-v2.meganodes.net/img/games/p7/SGNewYearsBash.png,True,False
7,Habanero,Slot,SGZeus2,Zeus 2,Zeus 2,https://bo-prd-v2.meganodes.net/img/games/p7/SGZeus2.png,True,False
7,Habanero,Slot,SGZeus,Zeus,Zeus,https://bo-prd-v2.meganodes.net/img/games/p7/SGZeus.png,True,False
7,Habanero,Slot,SGWeirdScience,Weird Science,Weird Science,https://bo-prd-v2.meganodes.net/img/games/p7/SGWeirdScience.png,True,False
7,Habanero,Slot,SGVikingsPlunder,Viking's Plunder,Viking's Plunder,https://bo-prd-v2.meganodes.net/img/games/p7/SGVikingsPlunder.png,True,False
7,Habanero,Slot,SGTreasureTomb,Treasure Tomb,Treasure Tomb,https://bo-prd-v2.meganodes.net/img/games/p7/SGTreasureTomb.png,True,False
7,Habanero,Slot,SGTreasureDiver,Treasure Diver,Treasure Diver,https://bo-prd-v2.meganodes.net/img/games/p7/SGTreasureDiver.png,True,False
7,Habanero,Slot,SGTowerOfPizza,Tower Of Pizza,Tower Of Pizza,https://bo-prd-v2.meganodes.net/img/games/p7/SGTowerOfPizza.png,True,False
7,Habanero,Slot,SGTheDragonCastle,Dragon Castle,Dragon Castle,https://bo-prd-v2.meganodes.net/img/games/p7/SGTheDragonCastle.png,True,False
7,Habanero,Slot,SGTheBigDeal,The Big Deal,The Big Deal,https://bo-prd-v2.meganodes.net/img/games/p7/SGTheBigDeal.png,True,False
7,Habanero,Slot,SGSuperStrike,Super Strike,Super Strike,https://bo-prd-v2.meganodes.net/img/games/p7/SGSuperStrike.png,True,False
7,Habanero,Slot,SGSpaceFortune,Space Fortune,Space Fortune,https://bo-prd-v2.meganodes.net/img/games/p7/SGSpaceFortune.png,True,False
7,Habanero,Slot,SGSOS,S.O.S!,S.O.S!,https://bo-prd-v2.meganodes.net/img/games/p7/SGSOS.png,True,False
7,Habanero,Slot,SGSkysTheLimit,Sky's the Limit,Sky's the Limit,https://bo-prd-v2.meganodes.net/img/games/p7/SGSkysTheLimit.png,True,False
7,Habanero,Slot,SGSirBlingalot,Sir Blingalot,Sir Blingalot,https://bo-prd-v2.meganodes.net/img/games/p7/SGSirBlingalot.png,True,False
7,Habanero,Slot,SGShogunsLand,Shogun's Land,Shogun's Land,https://bo-prd-v2.meganodes.net/img/games/p7/SGShogunsLand.png,False,True
7,Habanero,Slot,SGShaolinFortunes243,Shaolin Fortunes,Shaolin Fortunes,https://bo-prd-v2.meganodes.net/img/games/p7/SGShaolinFortunes243.png,True,False
7,Habanero,Slot,SGShaolinFortunes100,Shaolin Fortunes 100,Shaolin Fortunes 100,https://bo-prd-v2.meganodes.net/img/games/p7/SGShaolinFortunes100.png,True,False
7,Habanero,Slot,SGRodeoDrive,Rodeo Drive,Rodeo Drive,https://bo-prd-v2.meganodes.net/img/games/p7/SGRodeoDrive.png,True,False
7,Habanero,Slot,SGRideEmCowboy,Ride 'em Cowboy,Ride 'em Cowboy,https://bo-prd-v2.meganodes.net/img/games/p7/SGRideEmCowboy.png,True,False
7,Habanero,Slot,SGQueenOfQueens243,Queen of Queens,Queen of Queens,https://bo-prd-v2.meganodes.net/img/games/p7/SGQueenOfQueens243.png,True,False
7,Habanero,Slot,SGQueenOfQueens1024,Queen of Queens II,Queen of Queens II,https://bo-prd-v2.meganodes.net/img/games/p7/SGQueenOfQueens1024.png,True,False
7,Habanero,Slot,SGPuckerUpPrince,Pucker Up Prince,Pucker Up Prince,https://bo-prd-v2.meganodes.net/img/games/p7/SGPuckerUpPrince.png,True,False
7,Habanero,Slot,SGPoolShark,Pool Shark,Pool Shark,https://bo-prd-v2.meganodes.net/img/games/p7/SGPoolShark.png,True,False
7,Habanero,Slot,SGPiratesPlunder,Pirate's Plunder,Pirate's Plunder,https://bo-prd-v2.meganodes.net/img/games/p7/SGPiratesPlunder.png,True,False
7,Habanero,Slot,SGPamperMe,Pamper Me,Pamper Me,https://bo-prd-v2.meganodes.net/img/games/p7/SGPamperMe.png,True,False
7,Habanero,Slot,SGMysticFortune,Mystic Fortune,Mystic Fortune,https://bo-prd-v2.meganodes.net/img/games/p7/SGMysticFortune.png,True,False
7,Habanero,Slot,SGMummyMoney,Mummy Money,Mummy Money,https://bo-prd-v2.meganodes.net/img/games/p7/SGMummyMoney.png,True,False
7,Habanero,Slot,SGMrBling,Mr Bling,Mr Bling,https://bo-prd-v2.meganodes.net/img/games/p7/SGMrBling.png,True,False
7,Habanero,Slot,SGMonsterMashCash,Monster Mash Cash,Monster Mash Cash,https://bo-prd-v2.meganodes.net/img/games/p7/SGMonsterMashCash.png,True,False
7,Habanero,Slot,SGLittleGreenMoney,Little Green Money,Little Green Money,https://bo-prd-v2.meganodes.net/img/games/p7/SGLittleGreenMoney.png,True,False
7,Habanero,Slot,SGKingTutsTomb,King Tut's Tomb,King Tut's Tomb,https://bo-prd-v2.meganodes.net/img/games/p7/SGKingTutsTomb.png,True,False
7,Habanero,Slot,SGJungleRumble,Jungle Rumble,Jungle Rumble,https://bo-prd-v2.meganodes.net/img/games/p7/SGJungleRumble.png,True,False
7,Habanero,Slot,SGIndianCashCatcher,Indian Cash Catcher,Indian Cash Catcher,https://bo-prd-v2.meganodes.net/img/games/p7/SGIndianCashCatcher.png,True,False
7,Habanero,Slot,SGHauntedHouse,Haunted House,Haunted House,https://bo-prd-v2.meganodes.net/img/games/p7/SGHauntedHouse.png,False,True
7,Habanero,Slot,SGGrapeEscape,Grape Escape,Grape Escape,https://bo-prd-v2.meganodes.net/img/games/p7/SGGrapeEscape.png,False,True
7,Habanero,Slot,SGGoldenUnicorn,Golden Unicorn,Golden Unicorn,https://bo-prd-v2.meganodes.net/img/games/p7/SGGoldenUnicorn.png,True,False
7,Habanero,Slot,SGGlamRock,Glam Rock,Glam Rock,https://bo-prd-v2.meganodes.net/img/games/p7/SGGlamRock.png,True,False
7,Habanero,Slot,SGFrontierFortunes,Frontier Fortunes,Frontier Fortunes,https://bo-prd-v2.meganodes.net/img/games/p7/SGFrontierFortunes.png,True,False
7,Habanero,Slot,SGFlyingHigh,Flying High,Flying High,https://bo-prd-v2.meganodes.net/img/games/p7/SGFlyingHigh.png,True,False
7,Habanero,Slot,SGEgyptianDreams,Egyptian Dreams,Egyptian Dreams,https://bo-prd-v2.meganodes.net/img/games/p7/SGEgyptianDreams.png,True,False
7,Habanero,Slot,SGDrFeelgood,Dr Feelgood,Dr Feelgood,https://bo-prd-v2.meganodes.net/img/games/p7/SGDrFeelgood.png,True,False
7,Habanero,Slot,SGDragonsRealm,Dragon's Realm,Dragon's Realm,https://bo-prd-v2.meganodes.net/img/games/p7/SGDragonsRealm.png,True,False
7,Habanero,Slot,SGDoubleODollars,Double O Dollars,Double O Dollars,https://bo-prd-v2.meganodes.net/img/games/p7/SGDoubleODollars.png,True,False
7,Habanero,Slot,SGDiscoFunk,Disco Funk,Disco Funk,https://bo-prd-v2.meganodes.net/img/games/p7/SGDiscoFunk.png,True,False
7,Habanero,Slot,SGCashReef,Cash Reef,Cash Reef,https://bo-prd-v2.meganodes.net/img/games/p7/SGCashReef.png,True,False
7,Habanero,Slot,SGCashosaurus,Cashosaurus,Cashosaurus,https://bo-prd-v2.meganodes.net/img/games/p7/SGCashosaurus.png,True,False
7,Habanero,Slot,SGCarnivalCash,Carnival Cash,Carnival Cash,https://bo-prd-v2.meganodes.net/img/games/p7/SGCarnivalCash.png,False,True
7,Habanero,Slot,SGBlackbeardsBounty,Blackbeard's Bounty,Blackbeard's Bounty,https://bo-prd-v2.meganodes.net/img/games/p7/SGBlackbeardsBounty.png,True,False
7,Habanero,Slot,SGBikiniIsland,Bikini Island,Bikini Island,https://bo-prd-v2.meganodes.net/img/games/p7/SGBikiniIsland.png,True,False
7,Habanero,Slot,SGBarnstormerBucks,Barnstormer Bucks,Barnstormer Bucks,https://bo-prd-v2.meganodes.net/img/games/p7/SGBarnstormerBucks.png,False,False
7,Habanero,Slot,SGAzlandsGold,Aztlan's Gold,Aztlan's Gold,https://bo-prd-v2.meganodes.net/img/games/p7/SGAzlandsGold.png,True,False
7,Habanero,Slot,SGArcticWonders,Arctic Wonders,Arctic Wonders,https://bo-prd-v2.meganodes.net/img/games/p7/SGArcticWonders.png,True,False
7,Habanero,Slot,SGAllForOne,All For One,All For One,https://bo-prd-v2.meganodes.net/img/games/p7/SGAllForOne.png,True,False
7,Habanero,Slot,SGKanesInferno,Kane's Inferno,Kane's Inferno,https://bo-prd-v2.meganodes.net/img/games/p7/SGKanesInferno.png,True,False
7,Habanero,Slot,SGBuggyBonus,Buggy Bonus,Buggy Bonus,https://bo-prd-v2.meganodes.net/img/games/p7/SGBuggyBonus.png,True,False
7,Habanero,Slot,SGGalacticCash,Galactic Cash,Galactic Cash,https://bo-prd-v2.meganodes.net/img/games/p7/SGGalacticCash.png,True,False
7,Habanero,Slot,SGWickedWitch,Wicked Witch,Wicked Witch,https://bo-prd-v2.meganodes.net/img/games/p7/SGWickedWitch.png,True,False
7,Habanero,Slot,SGGoldRush,Gold Rush,Gold Rush,https://bo-prd-v2.meganodes.net/img/games/p7/SGGoldRush.png,True,False
7,Habanero,Slot,SGBombsAway,Bombs Away,Bombs Away,https://bo-prd-v2.meganodes.net/img/games/p7/SGBombsAway.png,True,False
7,Habanero,Slot,SGFaCaiShen,Fa Cai Shen,Fa Cai Shen,https://bo-prd-v2.meganodes.net/img/games/p7/SGFaCaiShen.png,True,False
7,Habanero,Slot,SGRuffledUp,Ruffled Up,Ruffled Up,https://bo-prd-v2.meganodes.net/img/games/p7/SGRuffledUp.png,True,False
7,Habanero,Slot,SGRomanEmpire,Roman Empire,Roman Empire,https://bo-prd-v2.meganodes.net/img/games/p7/SGRomanEmpire.png,True,False
7,Habanero,Slot,SGCoyoteCrash,Coyote Crash,Coyote Crash,https://bo-prd-v2.meganodes.net/img/games/p7/SGCoyoteCrash.png,True,False
7,Habanero,Slot,SGDragonsThrone,Dragon's Throne,Dragon's Throne,https://bo-prd-v2.meganodes.net/img/games/p7/SGDragonsThrone.png,False,True
7,Habanero,Slot,SGArcaneElements,Arcane Elements,Arcane Elements,https://bo-prd-v2.meganodes.net/img/games/p7/SGArcaneElements.png,False,True
7,Habanero,Slot,SG12Zodiacs,12 Zodiacs,12 Zodiacs,https://bo-prd-v2.meganodes.net/img/games/p7/SG12Zodiacs.png,True,False
7,Habanero,Slot,SGSuperTwister,Super Twister,Super Twister,https://bo-prd-v2.meganodes.net/img/games/p7/SGSuperTwister.png,True,False
7,Habanero,Slot,SGSparta,Sparta,Sparta,https://bo-prd-v2.meganodes.net/img/games/p7/SGSparta.png,False,True
7,Habanero,Slot,SGGangsters,Gangsters,Gangsters,https://bo-prd-v2.meganodes.net/img/games/p7/SGGangsters.png,False,True
7,Habanero,Slot,SGScruffyScallywags,Scruffy Scallywags,Scruffy Scallywags,https://bo-prd-v2.meganodes.net/img/games/p7/SGScruffyScallywags.png,True,False
7,Habanero,Slot,SGCakeValley,Cake Valley,Cake Valley,https://bo-prd-v2.meganodes.net/img/games/p7/SGCakeValley.png,False,True
7,Habanero,Slot,SGRollingRoger,Rolling Roger,Rolling Roger,https://bo-prd-v2.meganodes.net/img/games/p7/SGRollingRoger.png,False,True
7,Habanero,Slot,SGSantasVillage,Santa's Village,Santa's Village,https://bo-prd-v2.meganodes.net/img/games/p7/SGSantasVillage.png,False,True
7,Habanero,Slot,SG5Mariachis,5 Mariachis,5 Mariachis,https://bo-prd-v2.meganodes.net/img/games/p7/SG5Mariachis.png,False,True
7,Habanero,Slot,SGLondonHunter,London Hunter,London Hunter,https://bo-prd-v2.meganodes.net/img/games/p7/SGLondonHunter.png,False,True
7,Habanero,Slot,SGPresto,Presto!,Presto!,https://bo-prd-v2.meganodes.net/img/games/p7/SGPresto.png,True,False
7,Habanero,Slot,SGFortuneDogs,Fortune Dogs,Fortune Dogs,https://bo-prd-v2.meganodes.net/img/games/p7/SGFortuneDogs.png,False,True
7,Habanero,Slot,SGKnockoutFootball,Knockout Football,Knockout Football,https://bo-prd-v2.meganodes.net/img/games/p7/SGKnockoutFootball.png,False,True
7,Habanero,Slot,SGEgyptianDreamsDeluxe,Egyptian Dreams Deluxe,Egyptian Dreams Deluxe,https://bo-prd-v2.meganodes.net/img/games/p7/SGEgyptianDreamsDeluxe.png,False,True
7,Habanero,Slot,SGJump,Jump!,Jump!,https://bo-prd-v2.meganodes.net/img/games/p7/SGJump.png,False,True
